HPL_Tflops;0.0087894;0.0087894;0.00879677;0.0087894;0.00879677;0.0083377;0.0087894;0.00879677;0.0083377;0.00855185;0.0087894;0.00879677;0.0083377;0.00855185;0.00879567;0.0087894;0.00879677;0.0083377;0.00855185;0.00879567;0.00856179;0.0087894;0.00879677;0.0083377;0.00855185;0.00879567;0.00856179;0.00865235;0.0087894;0.00879677;0.0083377;0.00855185;0.00879567;0.00856179;0.00865235;0.00885453;0.0087894;0.00879677;0.0083377;0.00855185;0.00879567;0.00856179;0.00865235;0.00885453;0.00886581;0.0087894;0.00879677;0.0083377;0.00855185;0.00879567;0.00856179;0.00865235;0.00885453;0.00886581;0.00877389
StarDGEMM_Gflops;2.97774;2.97774;2.79718;2.97774;2.79718;3.07416;2.97774;2.79718;3.07416;2.97781;2.97774;2.79718;3.07416;2.97781;2.87165;2.97774;2.79718;3.07416;2.97781;2.87165;2.70536;2.97774;2.79718;3.07416;2.97781;2.87165;2.70536;3.02248;2.97774;2.79718;3.07416;2.97781;2.87165;2.70536;3.02248;2.83005;2.97774;2.79718;3.07416;2.97781;2.87165;2.70536;3.02248;2.83005;3.02762;2.97774;2.79718;3.07416;2.97781;2.87165;2.70536;3.02248;2.83005;3.02762;2.74685
SingleDGEMM_Gflops;2.93489;2.93489;3.03134;2.93489;3.03134;2.97086;2.93489;3.03134;2.97086;3.10272;2.93489;3.03134;2.97086;3.10272;3.13861;2.93489;3.03134;2.97086;3.10272;3.13861;2.39054;2.93489;3.03134;2.97086;3.10272;3.13861;2.39054;3.06873;2.93489;3.03134;2.97086;3.10272;3.13861;2.39054;3.06873;3.00537;2.93489;3.03134;2.97086;3.10272;3.13861;2.39054;3.06873;3.00537;2.98114;2.93489;3.03134;2.97086;3.10272;3.13861;2.39054;3.06873;3.00537;2.98114;3.07477
PTRANS_GBs;5.59392;5.59392;2.66773;5.59392;2.66773;4.38366;5.59392;2.66773;4.38366;4.71245;5.59392;2.66773;4.38366;4.71245;4.71904;5.59392;2.66773;4.38366;4.71245;4.71904;4.04237;5.59392;2.66773;4.38366;4.71245;4.71904;4.04237;4.71647;5.59392;2.66773;4.38366;4.71245;4.71904;4.04237;4.71647;4.22141;5.59392;2.66773;4.38366;4.71245;4.71904;4.04237;4.71647;4.22141;4.73611;5.59392;2.66773;4.38366;4.71245;4.71904;4.04237;4.71647;4.22141;4.73611;4.16699
MPIRandomAccess_GUPs;0.0148934;0.0148934;0.0148929;0.0148934;0.0148929;0.0148785;0.0148934;0.0148929;0.0148785;0.014885;0.0148934;0.0148929;0.0148785;0.014885;0.0149847;0.0148934;0.0148929;0.0148785;0.014885;0.0149847;0.0159328;0.0148934;0.0148929;0.0148785;0.014885;0.0149847;0.0159328;0.0146077;0.0148934;0.0148929;0.0148785;0.014885;0.0149847;0.0159328;0.0146077;0.0148823;0.0148934;0.0148929;0.0148785;0.014885;0.0149847;0.0159328;0.0146077;0.0148823;0.0149012;0.0148934;0.0148929;0.0148785;0.014885;0.0149847;0.0159328;0.0146077;0.0148823;0.0149012;0.015031
StarRandomAccess_LCG_GUPs;0.365544;0.365544;0.297518;0.365544;0.297518;0.310229;0.365544;0.297518;0.310229;0.373748;0.365544;0.297518;0.310229;0.373748;0.374995;0.365544;0.297518;0.310229;0.373748;0.374995;0.326873;0.365544;0.297518;0.310229;0.373748;0.374995;0.326873;0.374985;0.365544;0.297518;0.310229;0.373748;0.374995;0.326873;0.374985;0.342883;0.365544;0.297518;0.310229;0.373748;0.374995;0.326873;0.374985;0.342883;0.386659;0.365544;0.297518;0.310229;0.373748;0.374995;0.326873;0.374985;0.342883;0.386659;0.291893
SingleRandomAccess_LCG_GUPs;0.383235;0.383235;0.313509;0.383235;0.313509;0.380849;0.383235;0.313509;0.380849;0.35022;0.383235;0.313509;0.380849;0.35022;0.381564;0.383235;0.313509;0.380849;0.35022;0.381564;0.314821;0.383235;0.313509;0.380849;0.35022;0.381564;0.314821;0.402429;0.383235;0.313509;0.380849;0.35022;0.381564;0.314821;0.402429;0.403634;0.383235;0.313509;0.380849;0.35022;0.381564;0.314821;0.402429;0.403634;0.378301;0.383235;0.313509;0.380849;0.35022;0.381564;0.314821;0.402429;0.403634;0.378301;0.320169
StarSTREAM_Triad;25.9884;25.9884;25.8247;25.9884;25.8247;25.806;25.9884;25.8247;25.806;25.9344;25.9884;25.8247;25.806;25.9344;25.7701;25.9884;25.8247;25.806;25.9344;25.7701;24.9974;25.9884;25.8247;25.806;25.9344;25.7701;24.9974;25.5908;25.9884;25.8247;25.806;25.9344;25.7701;24.9974;25.5908;25.6777;25.9884;25.8247;25.806;25.9344;25.7701;24.9974;25.5908;25.6777;25.8807;25.9884;25.8247;25.806;25.9344;25.7701;24.9974;25.5908;25.6777;25.8807;25.7726
StarFFT_Gflops;2.83356;2.83356;2.91553;2.83356;2.91553;2.9068;2.83356;2.91553;2.9068;2.9269;2.83356;2.91553;2.9068;2.9269;2.93052;2.83356;2.91553;2.9068;2.9269;2.93052;2.81706;2.83356;2.91553;2.9068;2.9269;2.93052;2.81706;2.91723;2.83356;2.91553;2.9068;2.9269;2.93052;2.81706;2.91723;2.90737;2.83356;2.91553;2.9068;2.9269;2.93052;2.81706;2.91723;2.90737;2.90575;2.83356;2.91553;2.9068;2.9269;2.93052;2.81706;2.91723;2.90737;2.90575;2.90075
SingleFFT_Gflops;2.90231;2.90231;2.98076;2.90231;2.98076;2.81579;2.90231;2.98076;2.81579;2.97017;2.90231;2.98076;2.81579;2.97017;2.95449;2.90231;2.98076;2.81579;2.97017;2.95449;2.94264;2.90231;2.98076;2.81579;2.97017;2.95449;2.94264;2.97272;2.90231;2.98076;2.81579;2.97017;2.95449;2.94264;2.97272;2.97534;2.90231;2.98076;2.81579;2.97017;2.95449;2.94264;2.97272;2.97534;2.95748;2.90231;2.98076;2.81579;2.97017;2.95449;2.94264;2.97272;2.97534;2.95748;2.95733
MPIFFT_Gflops;6.70147;6.70147;6.49281;6.70147;6.49281;6.38083;6.70147;6.49281;6.38083;4.58959;6.70147;6.49281;6.38083;4.58959;6.39385;6.70147;6.49281;6.38083;4.58959;6.39385;5.44635;6.70147;6.49281;6.38083;4.58959;6.39385;5.44635;6.38888;6.70147;6.49281;6.38083;4.58959;6.39385;5.44635;6.38888;6.39216;6.70147;6.49281;6.38083;4.58959;6.39385;5.44635;6.38888;6.39216;6.56088;6.70147;6.49281;6.38083;4.58959;6.39385;5.44635;6.38888;6.39216;6.56088;6.01679
